Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Feet type (product.metafields.shopify.feet-type),Hoop shape (product.metafields.shopify.hoop-shape),Leg lock type (product.metafields.shopify.leg-lock-type),Material (product.metafields.shopify.material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Shape (product.metafields.shopify.shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Hungary,Price / Hungary,Compare At Price / Hungary,Included / International,Price / International,Compare At Price / International,Status
deeper-chirp-2-0-okos-halradar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-12-06_1.14.14.png?v=1701865221,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeper-chirp-2-0-okos-halradar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-12-06_1.14.28.png?v=1701865221,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeper-chirp-2-0-okos-halradar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-12-06_1.14.33.png?v=1701865222,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeper-fish-finder-start-halradar,DEEPER FISH FINDER START HALRADAR,"<meta charset=""UTF-8""><span data-mce-fragment=""1"">Deeper Fishfinder START</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A Deeper START bedobható halradar tökéletes horgászeszköz alkalmi horgászathoz. A halakat gyorsan megtalálhatja az egyszerű vizuális elemeket megjelenítő Alap megjelenítési móddal. A pontosabb megjelenítéshez váltson Nyers módra, amelyben a részletes és szűretlen hangradaradatokat tekintheti meg.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A családdal</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A Deeper START halradar azonosítja a halak helyzetét és a fenék növényzetét, így gyerekeid nemcsak halat fognak, hanem a tudományról és a természetről is tanulnak mindeközben. Felkelti az érdeklődést, ráveszi a gyerekeket, hogy kimozduljanak a természetbe, amíg nagyszerű családi időtöltésen vehettek részt.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A barátokkal</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Akár tízen vagytok, akár csak ketten, a Deeper START halradar segít megtalálni a tökéletes horgászhelyet, és így több időt szánhattok a kapásokra, a halak összemérésére és lazulásra a barátokkal. Horgássz éjszaka a START automatikus fényének segítségével. A barátokkal horgászni a legjobb időtöltés!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Alkalmi horgászoknak</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Akár hétvégi harcos vagy, vagy csak időt szánnál magadra, a Deeper START halradar tökéletes választás a hobbihorgászathoz a kikötőből vagy a partról. Meghatározza a halak tartózkodási helyét, megmutatja a meder felépítését és a növényzetet, így kevesebb időt kell szánnod a jó hely megtalálására és több marad a kapásokra és a kikapcsolódásra.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Termékadatok</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Anyag: ABS</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Szonár típusa: Egysugaras frekvencia (a sugár kúpszöge) 120 kHz, 40°</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Mélységi tartomány: Max / Min: Max 50 m, Min 0,5 m</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A szonár szkennelési mértéke: 10 szkennelés/másodperc</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Működési hőmérséklet tartomány 0°C-tól 40°C-ig</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Belső akkumulátor: Lítium polimer, 3,7 V, tölthető, 850mAh</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Tápbemenet (az akkumulátor töltéséhez) 5 V DC, max 650 mA</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Csatlakozás típusa: Vezeték nélküli Wi-Fi kapcsolat: 802,11 b/g 2,412 GHz, egycsatornás 802,11 b, max TX power: +20 dBm, érzékenység: -91dBm 802,11 g max TX power: +17 dBm, érzékenység: -75 dBm</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Csatlakozás hatósugara Akár 50 m. A hatósugár függ az operációs rendszertől és az okostelefon típusától</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Működési idő egy töltéssel Akár 6 óra</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Töltési idő 2 és fél óra</span>",Bull Fishing Store,,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,29990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-12-06_12.48.28.png?v=1701864660,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
deeper-fish-finder-start-halradar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-12-06_12.48.39.png?v=1701864660,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeper-fish-finder-start-halradar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-12-06_12.48.46.png?v=1701864660,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akcio-orso-zsinor,AKCIÓ!! orsó+zsinór,"<ul>
<li>
<p><span style=""font-size: 0.875rem;"">2500s STELLAR PERGETŐ ORSÓ+</span>AHK - FONOTT SÜLLYEDŐ ZSINÓR X8=13990Ft</p>
</li>
<li>
<p><span style=""font-size: 0.875rem;"">3000 STELLAR PERGETŐ ORSÓ+</span>AHK - FONOTT SÜLLYEDŐ ZSINÓR X8=14590Ft</p>
</li>
<li>
</li>
<li>
<p>5000 BLAZE FEEDER ORSÓ+HIKI-FEEDER ZSINÓR ZÖLD=13590Ft </p>
</li>
<li>
<p>6000 BLAZE FEEDER ORSÓ+HIKI-FEEDER ZSINÓR ZÖLD=13090Ft</p>
</li>
<li>
</li>
<li>
<p> </p>
<p class=""product-single__title"" itemprop=""name"">5000 OUJIANI HÁTSÓ FÉKES ORSÓ+<meta charset=""UTF-8""><span data-mce-fragment=""1"">HIKI-FEEDER ZSINÓR ZÖLD=10990Ft</span></p>
</li>
<li>
<p class=""product-single__title"" itemprop=""name""><span data-mce-fragment=""1"">6000</span> OUJIANI HÁTSÓ FÉKES ORSÓ+<meta charset=""UTF-8""><span data-mce-fragment=""1"">HIKI-FEEDER ZSINÓR ZÖLD=11990Ft</span></p>
</li>
</ul>",Bull Fishing Store,,"","",false,Size,STELLA 2500S+FONOTT  ZSINÓR,,,,,,,,"",0.0,shopify,deny,manual,13990.00,16990.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2_70e69511-ed1e-45cf-a936-577494acb26c.jpg?v=1701702332,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2_70e69511-ed1e-45cf-a936-577494acb26c.jpg?v=1701702332,kg,,,true,,,true,,,draft
akcio-orso-zsinor,,,,,,,,,STELLA 3000+FONOTT  ZSINÓR,,,,,,,,"",0.0,shopify,deny,manual,14590.00,17990.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/orso_zs.jpg?v=1701702332,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2_70e69511-ed1e-45cf-a936-577494acb26c.jpg?v=1701702332,kg,,,,,,,,,
akcio-orso-zsinor,,,,,,,,,BLAZER 5000+ZÖLD FEEDER ZSINÓR,,,,,,,,"",0.0,shopify,deny,manual,13590.00,15990.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/1_a253009d-f3b9-4e25-bfba-3346b086580a.jpg?v=1701702332,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/1_a253009d-f3b9-4e25-bfba-3346b086580a.jpg?v=1701702332,kg,,,,,,,,,
akcio-orso-zsinor,,,,,,,,,BLAZER 6000+ZÖLD FEEDER ZSINÓR,,,,,,,,"",0.0,shopify,deny,manual,13990.00,15990.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/1_a253009d-f3b9-4e25-bfba-3346b086580a.jpg?v=1701702332,kg,,,,,,,,,
akcio-orso-zsinor,,,,,,,,,OUJIANI 5000+ZÖLD FEEDER ZSINÓR,,,,,,,,"",0.0,shopify,deny,manual,10990.00,12500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/orso_zs.jpg?v=1701702332,kg,,,,,,,,,
akcio-orso-zsinor,,,,,,,,,OUJIANI 6000+ZÖLD FEEDER ZSINÓR,,,,,,,,"",0.0,shopify,deny,manual,11990.00,13500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/orso_zs.jpg?v=1701702332,kg,,,,,,,,,
bull-tackle-horgasz-csuzli,Bull Tackle-Horgász Csúzli,"<meta charset=""UTF-8""><span data-mce-fragment=""1"">Egy jó minőségű csúzli a pontos etetés és ezáltal az eredményes horgászat alapfeltétele.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Fontos, hogy mindig a meghorgászni kívánt távolsághoz válasszunk csúzlit.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">A nyél és magának a villának az anyaga, a gumi erőssége, rugalmassága mind-mind úgy lettek kitalálva, hogy az adott távolságot a legprecízebben tudjuk meghorgászni.</span>",Bull Fishing Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,820.00,1290.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG682-removebg-preview.png?v=1697445726,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-horgasz-csuzli,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG683-removebg-preview.png?v=1697445726,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fishing-box-organizer-muanyag-doboz,ORGANIZER MŰANYAG DOBOZ MB-HM350,"<meta charset=""UTF-8""><span data-mce-fragment=""1"">wisterálló, minőségi anyagból készült, praktikus, sűrű rekeszosztással készült műcsalis doboz. Patentzárainak, és rugalmas, ellenálló anyagának köszönhetően nagy népszerűségnek örvend. A kiemelhető válaszfalak segítségével a beltér osztása tetszőlegesen variálható.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Tökéletes pergető horgászok számára, de más horgászmódszerek kellékei is praktikusan elhelyezhetők benne. Az áttetsző anyagnak köszönhetően a doboz kinyitása nélkül is áttekinthető annak tartalma. <meta charset=""UTF-8"">A dobozra 12in-es méretskála került.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">TARTALMA</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- A dobozban 4 darab 5,5x34x4 cm-s tároló rekesz található, melyhez 17 darab elválasztó lap tartozik, melyek segítségével 18 darab 5,5x5,5x4 centiméteres fakk alakítható ki.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Szállítási méret: 35x22x5 centiméter</span>",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,2290.00,,true,false,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG677-removebg_1.png?v=1696844504,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fishing-box-organizer-muanyag-doboz,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG677-removebg.png?v=1696844505,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fishing-box-organizer-muanyag-doboz,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG678-removebg.png?v=1696844504,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uszos-busazo-etetoanyag-1kg,Bull Tackle-ÚSZÓS BUSÁZÓ ETETŐANYAG 1kg,"<meta charset=""UTF-8""><span data-mce-fragment=""1"">Nagyon sokan nem szeretnek busára horgászni! Aki viszont, küzdött már vele tudja, hogy </span>mekkora élményt ad<strong data-mce-fragment=""1""> </strong><span data-mce-fragment=""1"">a horgászata. Használhatjuk gombócként bedobva, de etetőkosárba gyúrva is egyaránt.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Az oldódás során olyan felhőt képez, ami közelébe vonzza a busákat és táplálkozásra ingerli őket.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ez a keverék kifejezetten az úszós busázáshoz lett kifejlesztve.</span>",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,1190.00,,true,false,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG673.jpg?v=1695729283,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
busa-etetoanyag,ÚSZÓS BUSÁZÓ ETETŐANYAG 450g,"",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,2490.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-26_1.40.01.png?v=1695728692,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
busa-etetoanyag,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-26_1.39.57.png?v=1695728691,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oujiani-hatso-fekes-orso,Oujiani hátsó fékes orsó,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Főbb tulajdonságok:</strong></p>
<ul data-mce-fragment=""1"">
<li>
<span style=""font-size: 0.875rem;"">Csapágyak: 5+1 </span><br>
</li>
<li data-mce-fragment=""1"">Alumínium klipsz</li>
<li data-mce-fragment=""1"">Precíziós megmunkálású aluminium AI CNC hajtókar és fogantyú </li>
<li data-mce-fragment=""1"">Aluminium-bronz fogaskerekek,cinkötvözetből készült Driving Gear</li>
<li data-mce-fragment=""1"">Acél főtengely</li>
<li data-mce-fragment=""1"">Bal/Jobb kezesre cserélhető fogantyú </li>
<li data-mce-fragment=""1"">Áttétel: 4.7:1</li>
<li data-mce-fragment=""1"">Zsinórkapacitás:</li>
</ul>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">                     5</span><span data-mce-fragment=""1"">000 méret: 0.30/220 m.   0.40/150 m</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">                     6000 méret: <meta charset=""UTF-8"">0.35/190 m.   0.40/170 m</span></p>",Bull Fishing Store,,"","",true,Size,5000,,,,,,,,"",0.0,shopify,deny,manual,10990.00,21980.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG48-removebg-preview.png?v=1695305137,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
oujiani-hatso-fekes-orso,,,,,,,,,6000,,,,,,,,"",0.0,shopify,deny,manual,11990.00,23980.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
stellar-pergeto-orsok,Stellar PERGETŐ ORSÓK,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Főbb tulajdonságok:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Csapágyak: 6+1 </li>
<li data-mce-fragment=""1"">Alumínium klipsz</li>
<li data-mce-fragment=""1"">Precíziós megmunkálású aluminium AI CNC hajtókar és fogantyú </li>
<li data-mce-fragment=""1"">Aluminium-bronz fogaskerekek,cinkötvözetből készült Driving Gear</li>
<li data-mce-fragment=""1"">Acél főtengely</li>
<li data-mce-fragment=""1"">Bal/Jobb kezesre cserélhető fogantyú </li>
<li data-mce-fragment=""1"">Áttétel: 5.1:1</li>
<li data-mce-fragment=""1"">Zsinórkapacitás:</li>
</ul>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">                     2500s</span><span data-mce-fragment=""1""> méret: 0.16/150 m. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">                     3000 méret: 0.25/210 m</span></p>",Bull Fishing Store,,"","",true,Size,2500S,,,,,,,,"",0.0,shopify,continue,manual,13990.00,31000.03,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/TBL06645.jpg?v=1695128214,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
stellar-pergeto-orsok,,,,,,,,,3000,,,,,,,,"",0.0,shopify,continue,manual,14590.00,31000.03,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/Untitled-1_1.jpg?v=1695128227,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-blaze-orso,Bull Tackle-Blaze Feeder orsó,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Főbb tulajdonságok:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Csapágyak: 6+1 </li>
<li data-mce-fragment=""1"">Alumínium klipsz</li>
<li data-mce-fragment=""1"">Precíziós megmunkálású aluminium AI CNC hajtókar és fogantyú </li>
<li data-mce-fragment=""1"">Aluminium-bronz fogaskerekek,cinkötvözetből készült Driving Gear</li>
<li data-mce-fragment=""1"">Acél főtengely</li>
<li data-mce-fragment=""1"">Bal/Jobb kezesre cserélhető fogantyú </li>
<li data-mce-fragment=""1"">Áttétel: 5.1:1</li>
<li data-mce-fragment=""1"">Zsinórkapacitás:</li>
</ul>
<p><span style=""font-size: 0.875rem;"">                     5</span><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"">000 méret: 0.20/350 m. </span></p>
<p><span style=""font-size: 0.875rem;"" data-mce-fragment=""1"">                     6000 méret: 0.20/400 m</span><br></p>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1"">                   </p>",Bull Fishing Store,,"","",true,Size,5000,,,,,,,,"",0.0,shopify,continue,manual,13590.00,26000.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/TBL06630.jpg?v=1695127932,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-blaze-orso,,,,,,,,,6000,,,,,,,,"",0.0,shopify,continue,manual,13990.00,26500.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/TBL06640.jpg?v=1695127932,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-blaze-orso,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/TBL06632.jpg?v=1695127932,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-blaze-orso,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/TBL06634.jpg?v=1695127932,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425-elem,425 ELEM-1068,"",Bull Fishing Store,Uncategorized,"","",true,Size,5pcs,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-14_11.30.09.png?v=1694684340,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
425-elem,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-14_11.30.39.png?v=1694684339,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-eva-tarolo-tetovel,Bull Tackle- EVA tároló készlet (3 darabos),"<p>A megadott méretek alapján a 3 az</p>
<p>1-ben táska és a benne talalható</p>
<p>két tasak méretei a következök:</p>
<p>Taska:</p>
<p>Hosszúság: 30 cm</p>
<p>Szélesség: 15 cm</p>
<p>Magassag: 16 cm</p>
<p>Két tasak mérete:</p>
<p>Hosszúság: 13 cm</p>
<p>Szélesség: 13 cm</p>
<p>Magasság: 15 cm</p>
<p>Ez a taska kivalóan alkalmas különféle tárgyak, beleértve az</p>
<p>aromák tárolására is. A méretek</p>
<p>alapján a táska belseje elég tágas</p>
<p>ahhoz, hogy a két tasak kényelmesen elferjen benne.</p>
<p><br></p>",Bull Fishing Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,9990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/1_25d42a3f-719e-44b4-b839-48b875d89c5b.jpg?v=1718970689,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-eva-tarolo-tetovel,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/c9ebf776602493aa6fc17cc7eb4b8bb6_a2c72672-aeb7-4d52-b376-9b2805b69263.jpg?v=1718970689,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-eva-tarolo-keszlet-4-darabos,Bull Tackle-EVA tároló készlet (5 darabos),"<p>A megadott méretek alapján a 5 az</p>
<p>1-ben táska és a benne található</p>
<p>kisebb taskák méretei a</p>
<p>következok:</p>
<p>Taska:</p>
<p>Hosszúság: 38 cm</p>
<p>Szélesség: 26 cm</p>
<p>Magasság: 16 cm</p>
<p>Terfogat: 15,8 liter</p>
<p>Benne található kisebb táskák:</p>
<p>Egy nagyobb taska:</p>
<p>Hosszuság: 36 cm</p>
<p>Szélesség: 12 cm</p>
<p>Magasság: 15 cm</p>
<p>Két kisebb táska:</p>
<p>Hosszuság: 11 cm</p>
<p>Szélesség: 11 cm</p>
<p>Magasság: 15 cm</p>",Bull Fishing Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,14990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG27-removebg.png?v=1694430761,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-eva-tarolo-keszlet-4-darabos,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG28-removebg.png?v=1694430761,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-eva-tarolo-keszlet-4-darabos,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/WechatIMG29-removebg.png?v=1694430760,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-led-urso-100g-150g,Bull Tackle-LED ÚSZÓ 100g,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">A világító színt, akár meg is tudjuk változtatni horgászat közben, ugyanis van egy zöld és egy piros led is az úszótesthez, így könnyen tudunk alkalmazkodni a változó fényviszonyokhoz.</span></p>
<p> </p>",Bull Fishing Store,Uncategorized,"","",true,Size,100g,,,,,,,,"",0.0,shopify,deny,manual,1850.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/4_321e3ff2-3077-4bc7-ab2d-e7bb37430105.png?v=1720770595,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
storage-box-mini-tarolo-doboz,Storage Box mini tároló doboz,"<p>Multifunkcionális műanyag doboz széria, mely rengeteg helyet biztosít horgászfelszerelése számára.</p>
<p>Méret:120*70*23mm</p>",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,590.00,790.00,true,false,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-05_2.11.57.png?v=1693916406,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
storage-box-mini-tarolo-doboz,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-05_2.11.51.png?v=1693916406,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-elastomax10-39-51mm,Bull Tackle-Elastomax10 39/51mm,"Természetes úszómozgással rendelkezik a speciális test kialakítás matt. Csendes és erösen áraml6 vizekben egyaránt jól teljesit, a mozgás minden körülmény között optimalizält. Partrol és csónakbol történö különbözö jig-technikás horgászatokhoz ajánljuk. Realisztikus szinek egész kavalkádja között bizonyosan megtalálod a számodra legmegfelelöbb tipust. A plasztik mücsali anyaga nagyon jó minoségú, ami tovább nôveli a hatékonyságát és a használhatóságát.",Bull Fishing Store,,"","",true,Size,8 darab/csomag méret: 51mm súly: 0.7 g Barna Zöld,,,,,,,,"",0.0,shopify,deny,manual,890.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-11-04_10.57.00.png?v=1699091869,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-05_10.22.24.png?v=1699091868,kg,,,true,,,true,,,active
bull-tackle-elastomax10-39-51mm,,,,,,,,,8 darab/csomag méret:51mm súly: 0.7g Barna Sárga,,,,,,,,"",0.0,shopify,deny,manual,890.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-05_10.22.24.png?v=1699091868,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/files/2023-09-05_10.21.50.png?v=1699091868,kg,,,,,,,,,
