Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Feet type (product.metafields.shopify.feet-type),Hoop shape (product.metafields.shopify.hoop-shape),Leg lock type (product.metafields.shopify.leg-lock-type),Material (product.metafields.shopify.material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Shape (product.metafields.shopify.shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Hungary,Price / Hungary,Compare At Price / Hungary,Included / International,Price / International,Compare At Price / International,Status
hiki-popper-115-mm-17-g,,,,,,,,,Zöld-Ezüst,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_line_5_95b52635-1e6f-43f9-8433-63bbb323c0f2.jpg?v=1627481096,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/sliver_4.jpg?v=1627481111,kg,,,,,,,,,
hiki-popper-115-mm-17-g,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/sliver_4.jpg?v=1627481111,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow_6.jpg?v=1627481142,kg,,,,,,,,,
hiki-popper-115-mm-17-g,,,,,,,,,Matt Kék,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/matte_blue.jpg?v=1627481122,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/matte_blue.jpg?v=1627481122,kg,,,,,,,,,
hiki-popper-115-mm-17-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow_6.jpg?v=1627481142,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-popper-115-mm-17-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brownline_5.jpg?v=1627481178,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-85-mm-10-g,HiKi-Minnow 85 mm 10 g-CL85,"",Bull Fishing Store,,"","",true,85 mm/ 10 g,Kék,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brownline_4.jpg?v=1627480692,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_12.jpg?v=1627480692,kg,,,true,,,true,,,active
hiki-minnow-85-mm-10-g,,,,,,,,,Barna,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_12.jpg?v=1627480692,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brownline_4.jpg?v=1627480692,kg,,,,,,,,,
hiki-minnow-85-mm-10-g,,,,,,,,,Ezüst-barna hát,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_line_4.jpg?v=1627480703,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_back_3.jpg?v=1627480713,kg,,,,,,,,,
hiki-minnow-85-mm-10-g,,,,,,,,,Arany-Zöld,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_back_3.jpg?v=1627480713,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_1fbc3d9f-c93f-43e6-a9ac-da8057ec75d3.jpg?v=1627480725,kg,,,,,,,,,
hiki-minnow-85-mm-10-g,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,2190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_1fbc3d9f-c93f-43e6-a9ac-da8057ec75d3.jpg?v=1627480725,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow_5.jpg?v=1627480739,kg,,,,,,,,,
hiki-minnow-85-mm-10-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow_5.jpg?v=1627480739,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-150-mm-18-g,HiKi-Minnow 150 mm 18 g-AD150,"",Bull Fishing Store,,"","",true,150 mm/ 18 g,Kék,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BLUE_11.jpg?v=1627479808,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BLUE_11_e2d464d6-cc11-4336-89dc-5bb7f5e1a82c.jpg?v=1627479808,kg,,,true,,,true,,,active
hiki-minnow-150-mm-18-g,,,,,,,,,Barna,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BLUE_11_e2d464d6-cc11-4336-89dc-5bb7f5e1a82c.jpg?v=1627479808,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BROWN_LINE_3.jpg?v=1627479823,kg,,,,,,,,,
hiki-minnow-150-mm-18-g,,,,,,,,,Zöld-Ezüst,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BROWN_LINE_3.jpg?v=1627479823,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/SLIVER_3.jpg?v=1627479835,kg,,,,,,,,,
hiki-minnow-150-mm-18-g,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/SLIVER_3.jpg?v=1627479835,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/LEMON_YELLOW_4.jpg?v=1627479873,kg,,,,,,,,,
hiki-minnow-150-mm-18-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/LEMON_YELLOW_4.jpg?v=1627479873,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-55-mm-3-2-g,HiKi-Mini Crank 35 mm 3.2 g-AN55,"<p>Folyóvízre és állóvízre istökéletes Crank wobbler,nincs az a ragadozó hal, amely ellenállna neki.</p>
<p>Kíváló lehet csali sügérre,csukára,süllőre,jászkeszegre és domolykóra.</p>",Bull Fishing Store,,"","",true,35 mm/3.2 g,Barna,,,,,,,,"",0.0,shopify,deny,manual,2050.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/CU4A0377.jpg?v=1652260609,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_back_2.jpg?v=1652260605,kg,,,true,,,true,,,active
hiki-minnow-55-mm-3-2-g,,,,,,,,,Arany-Zöld,,,,,,,,"",0.0,shopify,deny,manual,2050.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brownback_2.jpg?v=1652260609,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_3.jpg?v=1652260609,kg,,,,,,,,,
hiki-minnow-55-mm-3-2-g,,,,,,,,,Kék,,,,,,,,"",0.0,shopify,deny,manual,2050.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_6.jpg?v=1652260609,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/CU4A0377.jpg?v=1652260609,kg,,,,,,,,,
hiki-minnow-55-mm-3-2-g,,,,,,,,,Piros,,,,,,,,"",0.0,shopify,deny,manual,2050.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_3.jpg?v=1652260609,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/red_6.jpg?v=1627479624,kg,,,,,,,,,
hiki-minnow-55-mm-3-2-g,,,,,,,,,Arany-Barna,,,,,,,,"",0.0,shopify,deny,manual,2050.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_back_2.jpg?v=1652260605,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/2022-12-06_10.34.45.png?v=1670319346,kg,,,,,,,,,
hiki-minnow-55-mm-3-2-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/red_6.jpg?v=1627479624,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-55-mm-3-2-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/2022-12-06_10.34.45.png?v=1670319346,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-140mm-24-g,HiKi-Minnow 140mm 24 g-cs140,"",Bull Fishing Store,,"","",true,140 mm/24 g,Kék,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BLUE_10.jpg?v=1627479205,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BLUE_10_b58ac97d-c690-4e29-9521-cf5f90fe05fb.jpg?v=1627479205,kg,,,true,,,true,,,active
hiki-minnow-140mm-24-g,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BLUE_10_b58ac97d-c690-4e29-9521-cf5f90fe05fb.jpg?v=1627479205,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/LEMON_YELLOW_2_2.jpg?v=1627479303,kg,,,,,,,,,
hiki-minnow-140mm-24-g,,,,,,,,,Arany-Barna,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_brown_1.jpg?v=1627479226,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_brown_1.jpg?v=1627479226,kg,,,,,,,,,
hiki-minnow-140mm-24-g,,,,,,,,,Arany-Zöld,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_2.jpg?v=1627479239,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_2.jpg?v=1627479239,kg,,,,,,,,,
hiki-minnow-140mm-24-g,,,,,,,,,Barna,,,,,,,,"",0.0,shopify,deny,manual,3290.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BROWN_BACK_8ecc51d4-e708-485d-9d65-14399bc6356a.jpg?v=1627479257,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BROWN_BACK_8ecc51d4-e708-485d-9d65-14399bc6356a.jpg?v=1627479257,kg,,,,,,,,,
hiki-minnow-140mm-24-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/LEMON_YELLOW_2_2.jpg?v=1627479303,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-130-mm-20-g,HiKi-Minnow 130 mm 20 g-CK130,"",Bull Fishing Store,,"","",true,130 mm/20 g,Kék,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_8.jpg?v=1628689704,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_8.jpg?v=1628689704,kg,,,true,,,true,,,active
hiki-minnow-130-mm-20-g,,,,,,,,,Barna,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_back_1.jpg?v=1628689704,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_back_1.jpg?v=1628689704,kg,,,,,,,,,
hiki-minnow-130-mm-20-g,,,,,,,,,Arany-Barna,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_1.jpg?v=1628689704,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green_1.jpg?v=1628689704,kg,,,,,,,,,
hiki-minnow-130-mm-20-g,,,,,,,,,Fehér-Piros,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/CU4A0650.jpg?v=1628689704,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/CU4A0650.jpg?v=1628689704,kg,,,,,,,,,
hiki-minnow-130-mm-20-g,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow_1.jpg?v=1628689704,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow_1.jpg?v=1628689704,kg,,,,,,,,,
hiki,HiKi-Minnow 130 mm 23 g-CA130,"",Bull Fishing Store,,"","",true,130 mm/25 g,Kék,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/red_head_1.jpg?v=1628676698,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_6.jpg?v=1628676698,kg,,,true,,,true,,,active
hiki,,,,,,,,,Arany-Barna,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_6.jpg?v=1628676698,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_line_1.jpg?v=1628676698,kg,,,,,,,,,
hiki,,,,,,,,,Zöld-Ezüst,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/brown_line_1.jpg?v=1628676698,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/sliver_2.jpg?v=1628676698,kg,,,,,,,,,
hiki,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow.jpg?v=1628676698,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/lemon_yellow.jpg?v=1628676698,kg,,,,,,,,,
hiki,,,,,,,,,Fehér-Piros,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/sliver_2.jpg?v=1628676698,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/red_head_1.jpg?v=1628676698,kg,,,,,,,,,
hiki-minnow-120-mm-15-g,HiKi-Minnow 120 mm 15 g-AK120,"",Bull Fishing Store,,"","",true,120 mm/15 g,Kék,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/goldenbrown.jpg?v=1627472623,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_14e6e9cf-f6e8-496e-b910-3354fe95ea3b.jpg?v=1627472623,kg,,,true,,,true,,,active
hiki-minnow-120-mm-15-g,,,,,,,,,Barna,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/blue_14e6e9cf-f6e8-496e-b910-3354fe95ea3b.jpg?v=1627472623,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BROWN_BACK.jpg?v=1627472657,kg,,,,,,,,,
hiki-minnow-120-mm-15-g,,,,,,,,,Arany-Barna,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/BROWN_BACK.jpg?v=1627472657,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_brown.jpg?v=1627472674,kg,,,,,,,,,
hiki-minnow-120-mm-15-g,,,,,,,,,Arany-Zöld,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_brown.jpg?v=1627472674,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green.jpg?v=1627472954,kg,,,,,,,,,
hiki-minnow-120-mm-15-g,,,,,,,,,Sárga,,,,,,,,"",0.0,shopify,deny,manual,3190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_brown_99c0c2d4-7c73-4a3d-94c6-cac3bca8ea5e.jpg?v=1627472835,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/CU4A0300.jpg?v=1627472922,kg,,,,,,,,,
hiki-minnow-120-mm-15-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/CU4A0300.jpg?v=1627472922,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-minnow-120-mm-15-g,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/golden_green.jpg?v=1627472954,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-travel-spin-pergeto-bot,HiKi Travel Spin pergető bot,"<p><span>Szeret utazni, vagy a minimalista szállítási méreteknek kedvelője, a HiKi Travel Spin botok ideálisak az Ön számára. Négyrészes utazó pergetőbotok, amelyek minőségi 24T karbonból készül. </span><span>Klasszikus pergetőbot erőteljes, feszes akcióval. Ezek a botok univerzálisan bevethetők, mindenféle műcsalival, és bármilyen célhalra.</span></p>
<meta charset=""UTF-8"">
<p><span><strong>1 év garancia.</strong></span></p>
<p><span>Tulajdonságai:</span></p>
<ul>
<li><strong>Dobósúly: 8-16 g</strong></li>
<li><strong>Méret: 198 cm</strong></li>
<li><strong>Tagok száma: 4</strong></li>
<li><strong>Gyűrűk száma: 8</strong></li>
</ul>",Bull Fishing Store,,Pergető bot,"",false,Méret,198 cm/8-16 g,,,,,,,,"",0.0,shopify,deny,manual,23000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/8_9444c56c-7721-491b-9149-ad7bc3f5135d.jpg?v=1627470355,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,archived
hiki-travel-spin-pergeto-bot,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/019287d85a5ece20b74e63f0e78b066a.jpg?v=1627470355,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-travel-spin-pergeto-bot,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/travelspinner1.jpg?v=1627470355,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-reacher-pergeto-bot,HiKi Reacher pergető bot,"<p>A HiKi Raecher pergető botok úgy lettek megtervezve, hogy érzékeny és gyors spiccével a legóvatosabb kapások és rezdülések is észrevehetők legyenek vele. </p>
<p>Rendkivül sokoldalú horgászbot, hiszen egyaránt használható villantókkal, wobblerekkel, gumihalakkal, vagy akár nagyméretű crank baitekkel való pergetéshez.</p>
<p><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/Uez7LPJ9xMc"" height=""315"" width=""560"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe><br></p>
<meta charset=""UTF-8"">
<p><strong>1 év garancia.</strong></p>
<p>Tulajdonságok:</p>
<ul>
<li><strong>Dobósúly: 3-15 g,7-28 g,10-40 g, 15-50 g,20-60 g</strong></li>
<li><strong>Méret: 180 cm,210 cm,240 cm,270 cm, 198 cm</strong></li>
<li><strong>Tagok száma: 2</strong></li>
<li><strong>Gyűrűk száma: 8</strong></li>
</ul>",Bull Fishing Store,,Pergető bot,"",false,Méret,180 cm/3-15 g,,,,,,,,"",0.0,shopify,deny,manual,12000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/Reacher1.png?v=1648461826,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
hiki-reacher-pergeto-bot,,,,,,,,,180 cm/7-28 g,,,,,,,,"",0.0,shopify,deny,manual,12500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/reachercast_2.jpg?v=1648461826,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-reacher-pergeto-bot,,,,,,,,,210 cm/7-28 g,,,,,,,,"",0.0,shopify,deny,manual,13000.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-reacher-pergeto-bot,,,,,,,,,210 cm/10-40 g,,,,,,,,"",0.0,shopify,deny,manual,13000.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-reacher-pergeto-bot,,,,,,,,,240 cm/15-50 g,,,,,,,,"",0.0,shopify,deny,manual,14000.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-reacher-pergeto-bot,,,,,,,,,270 cm/20-60 g,,,,,,,,"",0.0,shopify,deny,manual,15000.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-reacher-pergeto-bot,,,,,,,,,198 cm/20-60 g Casting pergető bot,,,,,,,,"",0.0,shopify,deny,manual,13000.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-reacher-pergeto-bot,,,,,,,,,240cm 10-40g,,,,,,,,"",0.0,shopify,deny,manual,14000.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
hiki-silver-pontyozo-bot,HiKi Silver pontyozó bot,"<p><span>A HiKi Silver pontyozó botokkal egy újabb mesterművet alkotott a méltán híres brand fejlesztő gárdája. Ezek a botok túlzás nélkül állítható, hogy a legjobb anyagokból készültek, azonban most is gondosan ügyeltek rá, hogy a végtermék ár/teljesítmény aránya is kedvező legyen. Csúcsminőségű, könnyű karbon felépítés, mely egy páratlan univerzális botot eredményez. Többirányú karbon szövéssel készül és gubancolódás mentes gyűrűkkel látták el. </span>A bot teljes hosszában Japán Toray karbonból készül.</p>
<meta charset=""UTF-8"">
<p><strong>1 év garancia.</strong></p>
<p><span>Tulajdonságai:</span></p>
<ul>
<li><strong>Anyag: Japán Toray karbon</strong></li>
<li><strong>Tagok száma: 2</strong></li>
<li><strong>Gyűrűk száma: 7</strong></li>
<li><strong><span class=""product-fields-title"">Orsótartó típusa:</span> Fuji,<span class=""product-field-display"">csavaros</span></strong></li>
<li><strong><span class=""product-field-display"">Bot súlya: 405 g</span></strong></li>
<li><b>K szériás gyűrűsor</b></li>
</ul>",Bull Fishing Store,,Pontyozó bot,"",false,Bothossz,396 cm,,Dobósúly,3.5 lbs,,,,,"",0.0,shopify,deny,manual,63000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/silverszovegnelkul.png?v=1646222408,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
hiki-silver-pontyozo-bot,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/silver1withlogo.png?v=1646222408,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiki-silver-pontyozo-bot,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/silver2withlogo.png?v=1646222408,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larva-gumicsali-51-63-76-88-100-mm,HiKi-Larva gumicsali 51/63/76/88/100 mm,"<p data-mce-fragment=""1"">A HiKi plasztikcsalik egyedi anyagösszetéttel és amino-x ízesítéssel rendelkeznek,amelyek elképesztően hatásossá teszik a gumicsalikat. A csalik a vízalatt elképesztően természetesen mozognak, így ingerelve kapásra  a ragadozókat.</p>
<p data-mce-fragment=""1"">Szinte minden Hiki plasztikcsali különböző méretben,színben és formában kapható,ezáltal még akár a nehezebb időkben is kapásra bírhatóak a halak.</p>",Bull Fishing Store,,Gumicsali,"",true,Darab/Méret/Súly/Szín,15 darab/csomag méret: 51 mm súly: 2.0 g Lila,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/larva_ee43e2b2-b1f0-4086-b4c6-8be95b786194.jpg?v=1628689388,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/purple_478c5444-e6d7-4371-a039-deeec1c6869a.jpg?v=1628689386,kg,,,true,,,true,,,active
larva-gumicsali-51-63-76-88-100-mm,,,,,,,,,15 darab/csomag méret: 51 mm súly: 2.0 g Narancs,,,,,,,,"",0.0,shopify,deny,manual,990.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/oil_green.jpg?v=1628689388,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/multi_a194c8e6-baba-411a-9eaf-ac76a5e4badd.jpg?v=1628689388,kg,,,,,,,,,
